locus	chrom	source	feature	start	end	score	strand	frame	category	nfeats	name	cov	length
HML2_8_0581	chr8	merged	gene	144931880	144932834	.	-	.	sololtr	1	HML2_0581	954	954
HML2_8_0582	chr8	merged	gene	145200617	145201617	.	+	.	sololtr	1	HML2_0582	1000	1000
HML2_8_0583	chr8	merged	gene	145445825	145446825	.	+	.	sololtr	1	HML2_0583	1000	1000
HML2_8_0584	chr8	merged	gene	145635614	145636643	.	+	.	sololtr	1	HML2_0584	1029	1029
HML2_8_0585	chr8	merged	gene	146021278	146022246	.	+	.	sololtr	1	HML2_0585	968	968
HML2_8_0586	chr8	merged	gene	146174832	146175832	.	+	.	sololtr	1	HML2_0586	1000	1000
HML2_8q24.3b	chr8	merged	gene	146246629	146254220	.	-	.	canonical	4	HML2_0587	7591	7591
HML2_9_0588	chr9	merged	gene	5082035	5082999	.	-	.	sololtr	1	HML2_0588	964	964
HML2_9_0589	chr9	merged	gene	11894519	11895489	.	-	.	sololtr	1	HML2_0589	970	970
HML2_9_0590	chr9	merged	gene	17445358	17446326	.	+	.	sololtr	1	HML2_0590	968	968
HML2_9_0592	chr9	merged	gene	26715147	26716176	.	-	.	sololtr	1	HML2_0592	1029	1029
HML2_9_0593	chr9	merged	gene	28880202	28881212	.	+	.	sololtr	1	HML2_0593	1010	1010
HML2_9_0594	chr9	merged	gene	31632876	31633844	.	-	.	sololtr	1	HML2_0594	968	968
HML2_9_0595	chr9	merged	gene	32950331	32951315	.	+	.	sololtr	1	HML2_0595	984	984
HML2_9_0596	chr9	merged	gene	33514865	33515834	.	-	.	sololtr	1	HML2_0596	969	969
HML2_9_0597	chr9	merged	gene	42483751	42484726	.	+	.	sololtr	1	HML2_0597	975	975
HML2_9_0598	chr9	merged	gene	43017185	43018160	.	-	.	sololtr	1	HML2_0598	975	975
HML2_9_0599	chr9	merged	gene	44005137	44006112	.	-	.	sololtr	1	HML2_0599	975	975
HML2_9_0600	chr9	merged	gene	66352575	66353550	.	-	.	sololtr	1	HML2_0600	975	975
HML2_9_0601	chr9	merged	gene	66734518	66735529	.	-	.	sololtr	1	HML2_0601	1011	1011
HML2_9_0602	chr9	merged	gene	68277342	68278302	.	-	.	sololtr	1	HML2_0602	960	960
HML2_9_0603	chr9	merged	gene	69177768	69179421	.	+	.	sololtr	2	HML2_0603	1089	1653
HML2_9_0604	chr9	merged	gene	69491188	69492162	.	+	.	sololtr	1	HML2_0604	974	974
HML2_9_0605	chr9	merged	gene	69914703	69915714	.	-	.	sololtr	1	HML2_0605	1011	1011
HML2_9_0606	chr9	merged	gene	70940145	70941798	.	-	.	sololtr	2	HML2_0606	1089	1653
HML2_9_0607	chr9	merged	gene	72378052	72379020	.	-	.	sololtr	1	HML2_0607	968	968
HML2_9_0608	chr9	merged	gene	75702122	75703090	.	-	.	sololtr	1	HML2_0608	968	968
HML2_9_0609	chr9	merged	gene	79918338	79919368	.	-	.	sololtr	1	HML2_0609	1030	1030
HML2_9_0610	chr9	merged	gene	86982358	86983354	.	-	.	sololtr	1	HML2_0610	996	996
HML2_9_0611	chr9	merged	gene	90399857	90400847	.	-	.	sololtr	1	HML2_0611	990	990
HML2_9_0612	chr9	merged	gene	92928524	92929544	.	+	.	sololtr	1	HML2_0612	1020	1020
HML2_9_0614	chr9	merged	gene	99994417	99995375	.	+	.	sololtr	1	HML2_0614	958	958
HML2_9_0615	chr9	merged	gene	111356892	111357852	.	+	.	sololtr	1	HML2_0615	960	960
HML2_9_0616	chr9	merged	gene	113588530	113589498	.	+	.	sololtr	1	HML2_0616	968	968
HML2_9_0617	chr9	merged	gene	114637582	114638549	.	+	.	sololtr	1	HML2_0617	967	967
HML2_9_0619	chr9	merged	gene	116141339	116142333	.	-	.	sololtr	1	HML2_0619	994	994
HML2_9_0620	chr9	merged	gene	124191383	124192351	.	+	.	sololtr	1	HML2_0620	968	968
HML2_9_0621	chr9	merged	gene	125210207	125211203	.	-	.	sololtr	1	HML2_0621	996	996
HML2_9_0622	chr9	merged	gene	129478790	129479806	.	+	.	sololtr	1	HML2_0622	1016	1016
HML2_9q34.11	chr9	merged	gene	131612514	131619736	.	+	.	canonical	5	HML2_0623	7093	7222
HML2_9_0624	chr9	merged	gene	134232105	134233063	.	+	.	sololtr	1	HML2_0624	958	958
HML2_9_0625	chr9	merged	gene	136158970	136159967	.	+	.	sololtr	1	HML2_0625	997	997
HML2_9_0626	chr9	merged	gene	136822901	136823863	.	+	.	sololtr	1	HML2_0626	962	962
HML2_9_0627	chr9	merged	gene	136957557	136958526	.	-	.	sololtr	1	HML2_0627	969	969
HML2_9_0628	chr9	merged	gene	137606780	137607741	.	-	.	sololtr	1	HML2_0628	961	961
HML2_9q34.3	chr9	merged	gene	139674765	139684228	.	-	.	canonical	8	HML2_0629	7683	9463
HML2_9_0630	chr9	merged	gene	139690984	139692269	.	+	.	sololtr	2	HML2_0630	994	1285
HML2_9_0631	chr9	merged	gene	140010744	140011681	.	+	.	sololtr	2	HML2_0631	938	937
HML2_9_0632	chr9	merged	gene	141027400	141028378	.	+	.	sololtr	1	HML2_0632	978	978
HML2_10_0633	chr10	merged	gene	3103660	3104632	.	+	.	sololtr	1	HML2_0633	972	972
HML2_10_0634	chr10	merged	gene	4945148	4946148	.	-	.	sololtr	1	HML2_0634	1000	1000
HML2_10_0635	chr10	merged	gene	6206447	6207420	.	-	.	sololtr	1	HML2_0635	973	973
HML2_10p14	chr10	merged	gene	6866140	6875603	.	-	.	canonical	3	HML2_0636	9464	9463
HML2_10_0637	chr10	merged	gene	16291996	16292976	.	+	.	sololtr	1	HML2_0637	980	980
HML2_10_0638	chr10	merged	gene	19798735	19799693	.	-	.	sololtr	1	HML2_0638	958	958
HML2_10_0639	chr10	merged	gene	26170031	26171058	.	-	.	sololtr	1	HML2_0639	1027	1027
HML2_10_0640	chr10	merged	gene	26665813	26666773	.	-	.	sololtr	1	HML2_0640	960	960
HML2_10p12.1	chr10	merged	gene	27182398	27183366	.	+	.	sololtr	1	HML2_0641	968	968
HML2_10_0642	chr10	merged	gene	29715639	29716669	.	+	.	sololtr	1	HML2_0642	1030	1030
HML2_10_0643	chr10	merged	gene	33183383	33184411	.	+	.	sololtr	1	HML2_0643	1028	1028
HML2_10_0644	chr10	merged	gene	37782252	37783221	.	+	.	sololtr	1	HML2_0644	969	969
HML2_10_0645	chr10	merged	gene	42526055	42527021	.	-	.	sololtr	1	HML2_0645	966	966
HML2_10_0646	chr10	merged	gene	43832650	43833618	.	+	.	sololtr	1	HML2_0646	968	968
HML2_10_0647	chr10	merged	gene	48341523	48342512	.	+	.	sololtr	1	HML2_0647	989	989
HML2_10_0648	chr10	merged	gene	67168987	67169954	.	-	.	sololtr	1	HML2_0648	967	967
HML2_10_0649	chr10	merged	gene	70285428	70286393	.	+	.	sololtr	1	HML2_0649	965	965
HML2_10_0650	chr10	merged	gene	72016946	72017977	.	+	.	sololtr	1	HML2_0650	1031	1031
HML2_10_0651	chr10	merged	gene	81504348	81505346	.	+	.	sololtr	1	HML2_0651	998	998
HML2_10_0653	chr10	merged	gene	82565637	82566667	.	+	.	sololtr	1	HML2_0653	1030	1030
HML2_10_0654	chr10	merged	gene	89026569	89027567	.	+	.	sololtr	1	HML2_0654	998	998
HML2_10_0655	chr10	merged	gene	89229922	89230920	.	-	.	sololtr	1	HML2_0655	998	998
HML2_10_0656	chr10	merged	gene	92061409	92062364	.	-	.	sololtr	1	HML2_0656	955	955
HML2_10_0657	chr10	merged	gene	96956950	96957979	.	-	.	sololtr	1	HML2_0657	1029	1029
HML2_10_0658	chr10	merged	gene	98163023	98164025	.	+	.	sololtr	1	HML2_0658	1002	1002
HML2_10_0659	chr10	merged	gene	99176602	99177875	.	-	.	sololtr	2	HML2_0659	976	1273
HML2_10_0660	chr10	merged	gene	99459576	99460603	.	+	.	sololtr	1	HML2_0660	1027	1027
HML2_10q24.2	chr10	merged	gene	101580568	101587745	.	-	.	canonical	4	HML2_0661	7178	7177
HML2_10_0662	chr10	merged	gene	102793289	102794317	.	-	.	sololtr	1	HML2_0662	1028	1028
HML2_10_0663	chr10	merged	gene	104151201	104152153	.	+	.	sololtr	1	HML2_0663	952	952
HML2_10_0664	chr10	merged	gene	104214131	104215092	.	-	.	sololtr	1	HML2_0664	961	961
HML2_10_0666	chr10	merged	gene	123689449	123690420	.	-	.	sololtr	1	HML2_0666	971	971
HML2_10_0667	chr10	merged	gene	127628649	127629642	.	-	.	sololtr	1	HML2_0667	993	993
HML2_10_0668	chr10	merged	gene	132426220	132427183	.	+	.	sololtr	1	HML2_0668	963	963
HML2_10_0669	chr10	merged	gene	135354558	135355521	.	-	.	sololtr	1	HML2_0669	963	963
HML2_10_0670	chr10	merged	gene	135413394	135414025	.	+	.	sololtr	1	HML2_0670	631	631
HML2_10_0671	chr10	merged	gene	135423467	135424684	.	+	.	sololtr	2	HML2_0671	1218	1217
HML2_11_0672	chr11	merged	gene	201715	202704	.	+	.	sololtr	1	HML2_0672	989	989
HML2_11_0673	chr11	merged	gene	3415781	3416797	.	-	.	sololtr	1	HML2_0673	1016	1016
HML2_11p15.4a	chr11	merged	gene	3468655	3478209	.	-	.	canonical	3	HML2_0674	9555	9554
HML2_11p15.4b	chr11	merged	gene	3565695	3567605	.	+	.	oneside	3	HML2_0675	1665	1910
HML2_11_0676	chr11	merged	gene	3614888	3615915	.	-	.	sololtr	1	HML2_0676	1027	1027
HML2_11p15.4c	chr11	merged	gene	4480664	4482703	.	-	.	canonical	4	HML2_0677	2024	2039
HML2_11_0678	chr11	merged	gene	9340322	9341251	.	-	.	sololtr	1	HML2_0678	929	929
HML2_11_0680	chr11	merged	gene	10412855	10413823	.	-	.	sololtr	1	HML2_0680	968	968
HML2_11_0681	chr11	merged	gene	18921663	18922623	.	+	.	sololtr	1	HML2_0681	960	960
HML2_11_0682	chr11	merged	gene	23114048	23114959	.	-	.	sololtr	1	HML2_0682	911	911
HML2_11_0683	chr11	merged	gene	24467639	24468598	.	+	.	sololtr	1	HML2_0683	959	959
HML2_11_0685	chr11	merged	gene	25562260	25563273	.	+	.	sololtr	1	HML2_0685	1013	1013
HML2_11_0686	chr11	merged	gene	33070887	33071831	.	-	.	sololtr	1	HML2_0686	944	944
HML2_11_0687	chr11	merged	gene	37880487	37881451	.	+	.	sololtr	1	HML2_0687	964	964
HML2_11_0688	chr11	merged	gene	37952121	37953139	.	+	.	sololtr	1	HML2_0688	1018	1018
HML2_11_0690	chr11	merged	gene	50090310	50091336	.	-	.	sololtr	1	HML2_0690	1026	1026
HML2_11_0691	chr11	merged	gene	50305595	50306621	.	+	.	sololtr	1	HML2_0691	1026	1026
HML2_11_0692	chr11	merged	gene	55198470	55199435	.	+	.	sololtr	1	HML2_0692	965	965
HML2_11_0693	chr11	merged	gene	55825136	55826098	.	+	.	sololtr	1	HML2_0693	962	962
HML2_11_0694	chr11	merged	gene	56270055	56271182	.	-	.	sololtr	1	HML2_0694	1127	1127
HML2_11_0695	chr11	merged	gene	56385793	56386787	.	-	.	sololtr	1	HML2_0695	994	994
HML2_11_0696	chr11	merged	gene	56486133	56487157	.	+	.	sololtr	1	HML2_0696	1024	1024
HML2_11q12.1	chr11	merged	gene	58767447	58773196	.	+	.	oneside	4	HML2_0697	5618	5749
HML2_11_0698	chr11	merged	gene	58903763	58904736	.	+	.	sololtr	1	HML2_0698	973	973
HML2_11_0699	chr11	merged	gene	59448642	59449609	.	+	.	sololtr	1	HML2_0699	967	967
HML2_11_0700	chr11	merged	gene	60480658	60481952	.	-	.	sololtr	2	HML2_0700	982	1294
HML2_11_0701	chr11	merged	gene	60526580	60527578	.	+	.	sololtr	1	HML2_0701	998	998
HML2_11_0702	chr11	merged	gene	61422484	61423448	.	-	.	sololtr	1	HML2_0702	964	964
HML2_11_0703	chr11	merged	gene	61962131	61963100	.	+	.	sololtr	1	HML2_0703	969	969
HML2_11_0704	chr11	merged	gene	61983420	61984411	.	+	.	sololtr	1	HML2_0704	991	991
HML2_11_0705	chr11	merged	gene	62094071	62095038	.	+	.	sololtr	1	HML2_0705	967	967
HML2_11q12.3	chr11	merged	gene	62135962	62150563	.	.	.	canonical	8	HML2_0706	9678	14601
HML2_11_0708	chr11	merged	gene	62625989	62628554	.	-	.	sololtr	3	HML2_0708	1993	2565
HML2_11_0709	chr11	merged	gene	63295442	63296410	.	-	.	sololtr	1	HML2_0709	968	968
HML2_11_0710	chr11	merged	gene	63297785	63298753	.	-	.	sololtr	1	HML2_0710	968	968
HML2_11_0711	chr11	merged	gene	64790675	64792000	.	-	.	sololtr	2	HML2_0711	1028	1325
HML2_11_0712	chr11	merged	gene	65290259	65291236	.	+	.	sololtr	1	HML2_0712	977	977
HML2_11_0713	chr11	merged	gene	67370824	67371784	.	-	.	sololtr	1	HML2_0713	960	960
HML2_11_0714	chr11	merged	gene	67483960	67484973	.	-	.	sololtr	1	HML2_0714	1013	1013
HML2_11_0715	chr11	merged	gene	67506807	67507820	.	-	.	sololtr	1	HML2_0715	1013	1013
HML2_11_0716	chr11	merged	gene	67525359	67526320	.	+	.	sololtr	1	HML2_0716	961	961
HML2_11_0717	chr11	merged	gene	67597455	67598481	.	-	.	sololtr	1	HML2_0717	1026	1026
HML2_11_0718	chr11	merged	gene	67635434	67636394	.	-	.	sololtr	1	HML2_0718	960	960
HML2_11q13.2	chr11	merged	gene	67687836	67689751	.	+	.	oneside	3	HML2_0719	1661	1915
HML2_11_0720	chr11	merged	gene	67735718	67736748	.	-	.	sololtr	1	HML2_0720	1030	1030
HML2_11_0722	chr11	merged	gene	71245748	71246740	.	+	.	sololtr	1	HML2_0722	992	992
HML2_11_0723	chr11	merged	gene	71310420	71311435	.	+	.	sololtr	1	HML2_0723	1015	1015
HML2_11_0724	chr11	merged	gene	71337042	71338072	.	+	.	sololtr	1	HML2_0724	1030	1030
HML2_11q13.4a	chr11	merged	gene	71384713	71386634	.	-	.	oneside	3	HML2_0725	1661	1921
HML2_11q13.4b	chr11	merged	gene	71475116	71475865	.	+	.	soloint	1	HML2_0726	749	749
HML2_11_0727	chr11	merged	gene	71478250	71478950	.	-	.	sololtr	2	HML2_0727	699	700
HML2_11_0728	chr11	merged	gene	71610414	71611428	.	+	.	sololtr	1	HML2_0728	1014	1014
HML2_11_0729	chr11	merged	gene	71875417	71876385	.	+	.	sololtr	1	HML2_0729	968	968
HML2_11_0730	chr11	merged	gene	76422129	76423154	.	+	.	sololtr	1	HML2_0730	1025	1025
HML2_11_0731	chr11	merged	gene	93477862	93478818	.	-	.	sololtr	1	HML2_0731	956	956
HML2_11_0732	chr11	merged	gene	96457132	96458100	.	+	.	sololtr	1	HML2_0732	968	968
HML2_11q22.1	chr11	merged	gene	101565793	101575259	.	+	.	canonical	3	HML2_0733	9467	9466
HML2_11_0734	chr11	merged	gene	105135577	105136481	.	+	.	sololtr	1	HML2_0734	904	904
HML2_11_0735	chr11	merged	gene	113647761	113648778	.	+	.	sololtr	1	HML2_0735	1017	1017
HML2_11q23.3	chr11	merged	gene	118591723	118600883	.	-	.	canonical	4	HML2_0736	9161	9160
HML2_11_0737	chr11	merged	gene	118878811	118879841	.	-	.	sololtr	1	HML2_0737	1030	1030
HML2_11_0738	chr11	merged	gene	118909981	118910870	.	-	.	sololtr	1	HML2_0738	889	889
HML2_11_0739	chr11	merged	gene	123150410	123151418	.	+	.	sololtr	1	HML2_0739	1008	1008
HML2_12_0740	chr12	merged	gene	4830396	4831365	.	-	.	sololtr	1	HML2_0740	969	969
HML2_12_0741	chr12	merged	gene	5646182	5647122	.	+	.	sololtr	1	HML2_0741	940	940
HML2_12_0743	chr12	merged	gene	6300601	6301392	.	-	.	sololtr	1	HML2_0743	791	791
HML2_12_0744	chr12	merged	gene	6906568	6907846	.	-	.	sololtr	2	HML2_0744	988	1278
HML2_12_0745	chr12	merged	gene	6995023	6995985	.	-	.	sololtr	1	HML2_0745	962	962
HML2_12_0746	chr12	merged	gene	8372774	8373803	.	+	.	sololtr	1	HML2_0746	1029	1029
HML2_12_0747	chr12	merged	gene	8417280	8418309	.	-	.	sololtr	1	HML2_0747	1029	1029
HML2_12_0748	chr12	merged	gene	8561813	8562842	.	-	.	sololtr	1	HML2_0748	1029	1029
HML2_12_0749	chr12	merged	gene	8584002	8585035	.	-	.	sololtr	1	HML2_0749	1033	1033
HML2_12_0750	chr12	merged	gene	8614527	8615495	.	+	.	sololtr	1	HML2_0750	968	968
HML2_12_0751	chr12	merged	gene	8788256	8789205	.	+	.	sololtr	1	HML2_0751	949	949
HML2_12_0752	chr12	merged	gene	9753060	9754028	.	+	.	sololtr	1	HML2_0752	968	968
HML2_12_0753	chr12	merged	gene	10547223	10547782	.	+	.	sololtr	2	HML2_0753	560	559
HML2_12_0754	chr12	merged	gene	10723866	10724835	.	-	.	sololtr	1	HML2_0754	969	969
HML2_12_0755	chr12	merged	gene	21797875	21798865	.	+	.	sololtr	1	HML2_0755	990	990
HML2_12_0756	chr12	merged	gene	30084986	30085954	.	-	.	sololtr	1	HML2_0756	968	968
HML2_12_0757	chr12	merged	gene	32252444	32253412	.	+	.	sololtr	1	HML2_0757	968	968
HML2_12_0758	chr12	merged	gene	34333207	34334237	.	-	.	sololtr	1	HML2_0758	1030	1030
HML2_12p11.1	chr12	merged	gene	34772554	34782217	.	-	.	canonical	6	HML2_0759	9158	9663
HML2_12_0760	chr12	merged	gene	38131889	38132857	.	-	.	sololtr	1	HML2_0760	968	968
HML2_12_0761	chr12	merged	gene	38389333	38390356	.	+	.	sololtr	1	HML2_0761	1023	1023
HML2_12_0762	chr12	merged	gene	42723581	42724896	.	-	.	sololtr	2	HML2_0762	1009	1315
HML2_12_0763	chr12	merged	gene	42781520	42782513	.	+	.	sololtr	1	HML2_0763	993	993
HML2_12_0764	chr12	merged	gene	49509423	49510456	.	+	.	sololtr	1	HML2_0764	1033	1033
HML2_12_0765	chr12	merged	gene	51848070	51849038	.	-	.	sololtr	1	HML2_0765	968	968
HML2_12q13.2	chr12	merged	gene	55727214	55728183	.	+	.	sololtr	1	HML2_0766	969	969
HML2_12_0767	chr12	merged	gene	56794144	56795109	.	-	.	sololtr	1	HML2_0767	965	965
HML2_12_0768	chr12	merged	gene	57215891	57216919	.	+	.	sololtr	1	HML2_0768	1028	1028
HML2_12_0769	chr12	merged	gene	57362378	57363004	.	-	.	sololtr	1	HML2_0769	626	626
HML2_12q14.1	chr12	merged	gene	58721241	58730698	.	-	.	canonical	3	HML2_0770	9458	9457
HML2_12_0771	chr12	merged	gene	58936944	58937905	.	-	.	sololtr	1	HML2_0771	961	961
HML2_12_0772	chr12	merged	gene	59501994	59502965	.	+	.	sololtr	1	HML2_0772	971	971
HML2_12_0774	chr12	merged	gene	73402502	73403475	.	-	.	sololtr	1	HML2_0774	973	973
HML2_12_0775	chr12	merged	gene	73741713	73742702	.	-	.	sololtr	1	HML2_0775	989	989
HML2_12_0776	chr12	merged	gene	75838611	75839597	.	+	.	sololtr	1	HML2_0776	986	986
HML2_12_0777	chr12	merged	gene	85862717	85863681	.	-	.	sololtr	1	HML2_0777	964	964
HML2_12_0778	chr12	merged	gene	93468178	93469145	.	+	.	sololtr	1	HML2_0778	967	967
HML2_12_0779	chr12	merged	gene	105872336	105873305	.	-	.	sololtr	1	HML2_0779	969	969
HML2_12q23.3	chr12	merged	gene	108219899	108221198	.	.	.	canonical	3	HML2_0780	1300	1299
HML2_12_0781	chr12	merged	gene	108390812	108391838	.	-	.	sololtr	1	HML2_0781	1026	1026
HML2_12q24.11	chr12	merged	gene	111007842	111009325	.	+	.	oneside	2	HML2_0782	1484	1483
HML2_12_0783	chr12	merged	gene	118543788	118544748	.	+	.	sololtr	1	HML2_0783	960	960
HML2_12_0784	chr12	merged	gene	123235406	123236378	.	-	.	sololtr	1	HML2_0784	972	972
HML2_12_0785	chr12	merged	gene	123977188	123978120	.	+	.	sololtr	1	HML2_0785	932	932
HML2_12_0786	chr12	merged	gene	127443223	127444210	.	-	.	sololtr	1	HML2_0786	987	987
HML2_12q24.33	chr12	merged	gene	133667121	133673064	.	-	.	canonical	6	HML2_0787	5622	5943
HML2_13_0788	chr13	merged	gene	19294134	19295057	.	+	.	sololtr	1	HML2_0788	923	923
HML2_13_0789	chr13	merged	gene	20174357	20175325	.	+	.	sololtr	1	HML2_0789	968	968
HML2_13_0790	chr13	merged	gene	23387788	23388759	.	-	.	sololtr	1	HML2_0790	971	971
HML2_13_0791	chr13	merged	gene	25165730	25166668	.	+	.	sololtr	1	HML2_0791	938	938
HML2_13_0792	chr13	merged	gene	25530683	25531624	.	-	.	sololtr	1	HML2_0792	941	941
HML2_13q12.13	chr13	merged	gene	27083597	27084265	.	+	.	unusual	4	HML2_0793	669	668
HML2_13_0794	chr13	merged	gene	43284923	43285939	.	+	.	sololtr	1	HML2_0794	1016	1016
HML2_13_0795	chr13	merged	gene	43614679	43615645	.	-	.	sololtr	1	HML2_0795	966	966
HML2_13_0796	chr13	merged	gene	50173157	50174126	.	+	.	sololtr	1	HML2_0796	969	969
HML2_13_0797	chr13	merged	gene	54840941	54841901	.	-	.	sololtr	1	HML2_0797	960	960
HML2_13_0798	chr13	merged	gene	70189009	70189974	.	-	.	sololtr	1	HML2_0798	965	965
HML2_13_0799	chr13	merged	gene	79220936	79221922	.	+	.	sololtr	1	HML2_0799	986	986
HML2_13_0800	chr13	merged	gene	95920274	95921257	.	+	.	sololtr	1	HML2_0800	983	983
HML2_13_0801	chr13	merged	gene	99416591	99417605	.	+	.	sololtr	1	HML2_0801	1014	1014
HML2_13_0802	chr13	merged	gene	111489580	111490561	.	-	.	sololtr	1	HML2_0802	981	981
HML2_13_0803	chr13	merged	gene	114947385	114948413	.	-	.	sololtr	1	HML2_0803	1028	1028
HML2_14_0804	chr14	merged	gene	19095929	19096952	.	+	.	sololtr	1	HML2_0804	1023	1023
HML2_14_0806	chr14	merged	gene	19717121	19718131	.	+	.	sololtr	1	HML2_0806	1010	1010
HML2_14_0807	chr14	merged	gene	19857264	19858294	.	-	.	sololtr	1	HML2_0807	1030	1030
HML2_14_0808	chr14	merged	gene	20552745	20553715	.	+	.	sololtr	1	HML2_0808	970	970
HML2_14_0809	chr14	merged	gene	20709714	20710737	.	-	.	sololtr	1	HML2_0809	1023	1023
HML2_14_0810	chr14	merged	gene	20737081	20738049	.	+	.	sololtr	1	HML2_0810	968	968
HML2_14_0811	chr14	merged	gene	23193893	23194861	.	-	.	sololtr	1	HML2_0811	968	968
HML2_14_0812	chr14	merged	gene	24441779	24442498	.	-	.	sololtr	1	HML2_0812	719	719
HML2_14_0813	chr14	merged	gene	24450702	24451698	.	-	.	sololtr	1	HML2_0813	996	996
HML2_14q11.2	chr14	merged	gene	24478904	24484985	.	-	.	canonical	4	HML2_0814	5598	6081
HML2_14_0815	chr14	merged	gene	24493507	24494495	.	-	.	sololtr	1	HML2_0815	988	988
HML2_14_0816	chr14	merged	gene	26261980	26262519	.	-	.	sololtr	1	HML2_0816	539	539
HML2_14_0818	chr14	merged	gene	28884932	28885665	.	+	.	sololtr	1	HML2_0818	733	733
HML2_14_0819	chr14	merged	gene	38587303	38588272	.	+	.	sololtr	1	HML2_0819	969	969
HML2_14_0820	chr14	merged	gene	45682924	45683893	.	+	.	sololtr	1	HML2_0820	969	969
HML2_14_0821	chr14	merged	gene	45862784	45863769	.	+	.	sololtr	1	HML2_0821	985	985
HML2_14_0822	chr14	merged	gene	55219322	55220340	.	-	.	sololtr	1	HML2_0822	1018	1018
HML2_14_0823	chr14	merged	gene	55491267	55492221	.	+	.	sololtr	1	HML2_0823	954	954
HML2_14_0824	chr14	merged	gene	65445305	65446273	.	-	.	sololtr	1	HML2_0824	968	968
HML2_14_0825	chr14	merged	gene	78101622	78102588	.	-	.	sololtr	1	HML2_0825	966	966
HML2_14_0826	chr14	merged	gene	78127740	78128708	.	-	.	sololtr	1	HML2_0826	968	968
HML2_14_0827	chr14	merged	gene	78261016	78261977	.	-	.	sololtr	1	HML2_0827	961	961
HML2_14_0829	chr14	merged	gene	87486485	87487323	.	+	.	sololtr	1	HML2_0829	838	838
HML2_14_0830	chr14	merged	gene	88490684	88491650	.	+	.	sololtr	1	HML2_0830	966	966
HML2_14_0831	chr14	merged	gene	93286324	93287323	.	-	.	sololtr	1	HML2_0831	999	999
HML2_14_0832	chr14	merged	gene	94948542	94949547	.	+	.	sololtr	1	HML2_0832	1005	1005
HML2_14_0833	chr14	merged	gene	95092474	95093480	.	+	.	sololtr	1	HML2_0833	1006	1006
HML2_14_0834	chr14	merged	gene	96195592	96196438	.	.	.	sololtr	2	HML2_0834	847	846
HML2_14_0835	chr14	merged	gene	100778127	100779095	.	-	.	sololtr	1	HML2_0835	968	968
HML2_14_0836	chr14	merged	gene	103991252	103992241	.	-	.	sololtr	1	HML2_0836	989	989
HML2_14_0837	chr14	merged	gene	105739804	105740811	.	+	.	sololtr	1	HML2_0837	1007	1007
HML2_14_0838	chr14	merged	gene	106018940	106022141	.	.	.	sololtr	3	HML2_0838	1927	3201
HML2_14q32.33	chr14	merged	gene	106139649	106142540	.	+	.	oneside	4	HML2_0840	2886	2891
HML2_14_0841	chr14	merged	gene	106198770	106199769	.	+	.	sololtr	1	HML2_0841	999	999
HML2_14_0842	chr14	merged	gene	106487460	106488487	.	-	.	sololtr	1	HML2_0842	1027	1027
HML2_14_0843	chr14	merged	gene	106903184	106904145	.	-	.	sololtr	1	HML2_0843	961	961
HML2_15_0844	chr15	merged	gene	20071352	20072364	.	+	.	sololtr	1	HML2_0844	1012	1012
HML2_15_0845	chr15	merged	gene	22790364	22791351	.	+	.	sololtr	1	HML2_0845	987	987
HML2_15_0846	chr15	merged	gene	40936149	40937167	.	-	.	sololtr	1	HML2_0846	1018	1018
HML2_15_0847	chr15	merged	gene	44520792	44521811	.	+	.	sololtr	1	HML2_0847	1019	1019
HML2_15_0848	chr15	merged	gene	59125540	59126495	.	-	.	sololtr	1	HML2_0848	955	955
HML2_15_0849	chr15	merged	gene	65518879	65519847	.	-	.	sololtr	1	HML2_0849	968	968
HML2_15_0850	chr15	merged	gene	66025990	66026959	.	+	.	sololtr	1	HML2_0850	969	969
HML2_15_0852	chr15	merged	gene	75615632	75616601	.	-	.	sololtr	1	HML2_0852	969	969
HML2_15_0853	chr15	merged	gene	76163194	76164163	.	-	.	sololtr	1	HML2_0853	969	969
HML2_15_0854	chr15	merged	gene	78513393	78514381	.	-	.	sololtr	1	HML2_0854	988	988
HML2_15_0855	chr15	merged	gene	80227589	80228582	.	-	.	sololtr	1	HML2_0855	993	993
HML2_15q25.2	chr15	merged	gene	84829019	84833149	.	.	.	oneside	2	HML2_0856	4005	4130
HML2_15_0857	chr15	merged	gene	89083782	89084750	.	+	.	sololtr	1	HML2_0857	968	968
HML2_15_0858	chr15	merged	gene	90889792	90890818	.	-	.	sololtr	1	HML2_0858	1026	1026
HML2_15_0859	chr15	merged	gene	91516336	91517298	.	+	.	sololtr	1	HML2_0859	962	962
HML2_15_0860	chr15	merged	gene	96327963	96328911	.	-	.	sololtr	1	HML2_0860	948	948
HML2_15_0861	chr15	merged	gene	98172331	98173361	.	-	.	sololtr	1	HML2_0861	1030	1030
HML2_15_0862	chr15	merged	gene	102400179	102401147	.	-	.	sololtr	1	HML2_0862	968	968
HML2_16_0863	chr16	merged	gene	437823	438797	.	-	.	sololtr	1	HML2_0863	974	974
HML2_16_0864	chr16	merged	gene	1980829	1981858	.	+	.	sololtr	1	HML2_0864	1029	1029
HML2_16p13.3	chr16	merged	gene	2976159	2978723	.	.	.	oneside	7	HML2_0865	2347	2564
HML2_16_0866	chr16	merged	gene	5804388	5805356	.	-	.	sololtr	1	HML2_0866	968	968
